"AÑO","GÉNERO","NACIONALIDAD","PAÍS","ESTADO DE ORIGEN","EDAD","CATEGORÍA","DIALECTO","NIVEL","SEDE","UNIDAD ACADÉMICA","PROGRAMA EDUCATIVO","GRADO","NÚMERO DE ALUMNOS"
"2010","H","AFGANA","AFGANISTÁN","EXTRANJERO","26","COMPLETO","","MAESTRÍA","CHAPINGO","DEIS EN FITOTECNIA","MAESTRÍA EN CIENCIAS EN HORTICULTURA","14","1"
"2010","H","BELGA","BÉLGICA","EXTRANJERO","27","COMPLETO","","MAESTRÍA","CHIAPAS","DIRECCIÓN DE CENTROS REGIONALES","MAESTRÍA EN CIENCIAS EN DESARROLLO RURAL REGIONAL","13","1"
"2010","H","BOLIVIANA","BOLIVIA","EXTRANJERO","35","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN IRRIGACIÓN","DOCTORADO EN INGENIERÍA AGRÍCOLA Y USO INTEGRAL DEL AGUA","13","1"
"2010","H","BOLIVIANA","BOLIVIA","EXTRANJERO","35","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN SOCIOLOGÍA RURAL","DOCTORADO EN CIENCIAS EN CIENCIAS AGRARIAS","16","1"
"2010","H","BOLIVIANA","BOLIVIA","EXTRANJERO","31","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN IRRIGACIÓN","DOCTORADO EN INGENIERÍA AGRÍCOLA Y USO INTEGRAL DEL AGUA","16","1"
"2010","H","BRASILEÑA","BRASIL","EXTRANJERO","26","COMPLETO","","MAESTRÍA","CHAPINGO","DEIS EN ZOOTECNIA","MAESTRÍA EN CIENCIAS EN INNOVACIÓN GANADERA","14","1"
"2010","H","COLOMBIANA","COLOMBIA","EXTRANJERO","37","COMPLETO","","DOCTORADO","CHAPINGO","CENTRO DE INVESTIGACIONES ECONÓMICAS, SOCIALES Y TECNOLÓGICAS DE LA AGROINDUSTRIA Y LA AGRICULTURA MUNDIAL","DOCTORADO EN PROBLEMAS ECONÓMICO AGROINDUSTRIALES","12","1"
"2010","H","COLOMBIANA","COLOMBIA","EXTRANJERO","31","COMPLETO","","MAESTRÍA","CHAPINGO","DEIS EN IRRIGACIÓN","MAESTRÍA EN INGENIERÍA AGRÍCOLA Y USO INTEGRAL DEL AGUA","11","1"
"2010","H","COLOMBIANA","COLOMBIA","EXTRANJERO","28","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN SOCIOLOGÍA RURAL","DOCTORADO EN CIENCIAS EN CIENCIAS AGRARIAS","12","1"
"2010","H","CUBANA","CUBA","EXTRANJERO","52","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN IRRIGACIÓN","DOCTORADO EN INGENIERÍA AGRÍCOLA Y USO INTEGRAL DEL AGUA","11","1"
"2010","H","DOMINICANA","REPÚBLICA DOMINICANA","EXTRANJERO","30","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","7","1"
"2010","H","ECUATORIANA","ECUADOR","EXTRANJERO","38","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN SOCIOLOGÍA RURAL","DOCTORADO EN CIENCIAS EN CIENCIAS AGRARIAS","14","1"
"2010","H","ECUATORIANA","ECUADOR","EXTRANJERO","37","COMPLETO","","MAESTRÍA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","MAESTRÍA EN CIENCIAS EN PROTECCIÓN VEGETAL","12","1"
"2010","H","ECUATORIANA","ECUADOR","EXTRANJERO","27","COMPLETO","","MAESTRÍA","CHAPINGO","DEIS EN FITOTECNIA","MAESTRÍA EN CIENCIAS EN BIOTECNOLOGÍA AGRÍCOLA","12","1"
"2010","H","EGIPCIA","EGIPTO","EXTRANJERO","30","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN IRRIGACIÓN","DOCTORADO EN INGENIERÍA AGRÍCOLA Y USO INTEGRAL DEL AGUA","15","1"
"2010","H","GRANADINA","GRANADA","EXTRANJERO","27","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","7","1"
"2010","H","GUATEMALTECA","GUATEMALA","EXTRANJERO","25","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","7","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","69","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SOCIOLOGÍA RURAL","INGENIERO AGRÓNOMO ESPECIALISTA EN SOCIOLOGÍA RURAL","7","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","32","COMPLETO","","DOCTORADO","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","DOCTORADO EN CIENCIAS EN ECONOMÍA AGRÍCOLA","11","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","23","BECADO INTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","INGENIERÍA EN SISTEMAS PECUARIOS","7","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","21","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN AGROECOLOGÍA","INGENIERÍA EN AGROECOLOGÍA","6","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","21","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","20","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","5","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","20","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","4","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","20","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","6","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","20","BECADO INTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","TRONCO COMÚN AGRONÓMICAS","4","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","19","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","4","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","18","BECADO EXTERNO","","MEDIO SUPERIOR","ZACATECAS","CENTRO REGIONAL UNIVERSITARIO CENTRO NORTE, ZACATECAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","18","BECADO EXTERNO","","MEDIO SUPERIOR","ZACATECAS","CENTRO REGIONAL UNIVERSITARIO CENTRO NORTE, ZACATECAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","18","BECADO EXTERNO","","MEDIO SUPERIOR","ZACATECAS","CENTRO REGIONAL UNIVERSITARIO CENTRO NORTE, ZACATECAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","4","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","17","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","16","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","15","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","15","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","15","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","15","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","AGUASCALIENTES","14","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","33","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN FITOTECNIA","DOCTORADO EN CIENCIAS EN HORTICULTURA","14","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","28","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","26","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","26","BECADO INTERNO","ZAPOTECO O DIIDZAJ","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","24","BECADO INTERNO","MIXTECO O ÑUU SAVI","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","6","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","24","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","24","BECADO INTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","INGENIERÍA EN SISTEMAS AGRÍCOLAS","6","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","23","BECADO EXTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","INGENIERÍA EN SISTEMAS AGRÍCOLAS","7","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","22","BECADO INTERNO","","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","22","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","5","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","21","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","6","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","21","BECADO INTERNO","","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","21","BECADO INTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","INGENIERÍA EN SISTEMAS AGRÍCOLAS","5","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","21","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","7","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","20","BECADO INTERNO","MIXTECO O ÑUU SAVI","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","TRONCO COMÚN AGRONÓMICAS","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","20","EXTERNO","","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","20","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","LICENCIADO EN ESTADÍSTICA","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","20","BECADO INTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","INGENIERÍA EN SISTEMAS AGRÍCOLAS","5","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","20","BECADO INTERNO","MIXTECO O ÑUU SAVI","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","20","BECADO INTERNO","MIXTECO O ÑUU SAVI","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","20","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","5","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","20","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","5","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","TRONCO COMÚN AGRONÓMICAS","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA","5","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","2"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","MIXTECO O ÑUU SAVI","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","MIXTECO O ÑUU SAVI","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","MIXTECO O ÑUU SAVI","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","19","BECADO INTERNO","MIXTECO O ÑUU SAVI","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","18","BECADO INTERNO","MIXTECO O ÑUU SAVI","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","18","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","4","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","18","BECADO INTERNO","","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","18","BECADO INTERNO","MIXTECO O ÑUU SAVI","MEDIO SUPERIOR","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","PROPEDÉUTICO","8","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","17","BECADO INTERNO","MIXTECO O ÑUU SAVI","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","16","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","16","BECADO INTERNO","TRIQUI O DRIKI","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","16","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","15","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA","14","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","H","MEXICANA","MÉXICO","BAJA CALIFORNIA SUR","24","BECADO INTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","INGENIERÍA EN SISTEMAS AGRÍCOLAS","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","30","COMPLETO","","DOCTORADO","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","DOCTORADO EN CIENCIAS EN ECONOMÍA AGRÍCOLA","15","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","30","COMPLETO","","MAESTRÍA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","MAESTRÍA EN CIENCIAS EN ECONOMÍA AGRÍCOLA Y DE LOS RECURSOS NATURALES","11","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","29","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","29","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","INGENIERO FORESTAL","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","27","COMPLETO","","DOCTORADO","CHAPINGO","DEIS EN IRRIGACIÓN","DOCTORADO EN INGENIERÍA AGRÍCOLA Y USO INTEGRAL DEL AGUA","15","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","26","BECADO EXTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","25","COMPLETO","","DOCTORADO","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","DOCTORADO EN CIENCIAS EN ECONOMÍA AGRÍCOLA","11","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","25","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","6","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","25","BECADO EXTERNO","","LICENCIATURA","TABASCO","UNIDAD REGIONAL UNIVERSITARIA SURSURESTE","INGENIERO AGRÓNOMO ESPECIALISTA EN ZONAS TROPICALES","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","24","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","23","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","23","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","23","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA","INGENIERO MECÁNICO AGRÍCOLA","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","22","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","22","BECADO INTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","22","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","22","BECADO INTERNO","CHOL","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","22","COMPLETO","","MAESTRÍA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","MAESTRÍA EN CIENCIAS EN PROTECCIÓN VEGETAL","11","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO INTERNO","MAYA","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","6","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","6","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","7","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","LICENCIATURA EN ECONOMÍA AGRÍCOLA","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","INGENIERO FORESTAL","5","1"
"2010","H","MEXICANA","MÉXICO","CAMPECHE","21","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","6","1"
